drug_name	drug_id	chembl_id	atc_code	atc_level1	atc_level1_desc
VOSORITIDE	DRUG:VOSORITIDE	CHEMBL3707276	M05BX07	M	Musculo-skeletal system
LEVOKETOCONAZOLE	DRUG:LEVOKETOCONAZOLE	CHEMBL295698	H02CA04	H	Systemic hormonal preparations
GALCANEZUMAB	DRUG:GALCANEZUMAB	CHEMBL3707328	N02CD02	N	Nervous system
TOBRAMYCIN	DRUG:TOBRAMYCIN	CHEMBL1747	J01GB01	J	Antiinfectives for systemic use
KETOPROFEN	DRUG:KETOPROFEN	CHEMBL571	M01AE03	M	Musculo-skeletal system
THIOCOLCHICOSIDE	DRUG:THIOCOLCHICOSIDE	CHEMBL213907	M03BX05	M	Musculo-skeletal system
DROTAVERINE	DRUG:DROTAVERINE	CHEMBL551978	A03AD02	A	Alimentary tract and metabolism
PEGINTERFERON BETA-1A	DRUG:PEGINTERFERON BETA-1A	CHEMBL2108677	L03AB13	L	Antineoplastic and immunomodulating agents
ACLARUBICIN	DRUG:ACLARUBICIN	CHEMBL502620	L01DB04	L	Antineoplastic and immunomodulating agents
EPHEDRINE	DRUG:EPHEDRINE	CHEMBL211456	R01AB05	R	Respiratory system
NALTREXONE	DRUG:NALTREXONE	CHEMBL19019	N07BB04	N	Nervous system
LEVONORGESTREL	DRUG:LEVONORGESTREL	CHEMBL1389	G03AD01	G	Genito-urinary system and sex hormones
EPOPROSTENOL	DRUG:EPOPROSTENOL	CHEMBL1139	B01AC09	B	Blood and blood forming organs
NITRAZEPAM	DRUG:NITRAZEPAM	CHEMBL13209	N05CD02	N	Nervous system
BREXANOLONE	DRUG:BREXANOLONE	CHEMBL207538	N06AX29	N	Nervous system
BUSERELIN	DRUG:BUSERELIN	CHEMBL2110824	L02AE01	L	Antineoplastic and immunomodulating agents
DACLATASVIR	DRUG:DACLATASVIR	CHEMBL2023898	J05AP07	J	Antiinfectives for systemic use
ACENOCOUMAROL	DRUG:ACENOCOUMAROL	CHEMBL397420	B01AA07	B	Blood and blood forming organs
PATISIRAN	DRUG:PATISIRAN	CHEMBL3989987	N07XX12	N	Nervous system
MIRIKIZUMAB	DRUG:MIRIKIZUMAB	CHEMBL3990014	L04AC24	L	Antineoplastic and immunomodulating agents
GIVINOSTAT	DRUG:GIVINOSTAT	CHEMBL1213492	M09AX14	M	Musculo-skeletal system
OTESECONAZOLE	DRUG:OTESECONAZOLE	CHEMBL3311228	J02AC06	J	Antiinfectives for systemic use
COPPER OXODOTREOTIDE CU-64	DRUG:COPPER OXODOTREOTIDE CU-64	CHEMBL4297339	V09IX15	V	Various
EMICIZUMAB	DRUG:EMICIZUMAB	CHEMBL3833393	B02BX06	B	Blood and blood forming organs
VINTAFOLIDE	DRUG:VINTAFOLIDE	CHEMBL3039521	L01CA06	L	Antineoplastic and immunomodulating agents
GUSELKUMAB	DRUG:GUSELKUMAB	CHEMBL2364648	L04AC16	L	Antineoplastic and immunomodulating agents
UBLITUXIMAB	DRUG:UBLITUXIMAB	CHEMBL2108354	L04AG14	L	Antineoplastic and immunomodulating agents
CETYLPYRIDINIUM	DRUG:CETYLPYRIDINIUM	CHEMBL305906	D09AA07	D	Dermatologicals
REMIBRUTINIB	DRUG:REMIBRUTINIB	CHEMBL4483575	L04AA60	L	Antineoplastic and immunomodulating agents
STANOZOLOL	DRUG:STANOZOLOL	CHEMBL2079587	A14AA02	A	Alimentary tract and metabolism
REGADENOSON	DRUG:REGADENOSON	CHEMBL3989695	C01EB21	C	Cardiovascular system
PHENYLBUTAZONE	DRUG:PHENYLBUTAZONE	CHEMBL101	M01AA01	M	Musculo-skeletal system
POTASSIUM PERCHLORATE	DRUG:POTASSIUM PERCHLORATE	CHEMBL1200696	H03BC01	H	Systemic hormonal preparations
SULFANILAMIDE	DRUG:SULFANILAMIDE	CHEMBL21	J01EB06	J	Antiinfectives for systemic use
SOMATREM	DRUG:SOMATREM	CHEMBL1201620	H01AC02	H	Systemic hormonal preparations
CARBOPROST	DRUG:CARBOPROST	CHEMBL1237122	G02AD04	G	Genito-urinary system and sex hormones
CLEBOPRIDE	DRUG:CLEBOPRIDE	CHEMBL325109	A03FA06	A	Alimentary tract and metabolism
METOPIMAZINE	DRUG:METOPIMAZINE	CHEMBL398615	A04AD05	A	Alimentary tract and metabolism
PHENACETIN	DRUG:PHENACETIN	CHEMBL16073	N02BE53	N	Nervous system
SULFAGUANIDINE	DRUG:SULFAGUANIDINE	CHEMBL338802	A07AB03	A	Alimentary tract and metabolism
LOFEPRAMINE	DRUG:LOFEPRAMINE	CHEMBL87708	N06AA07	N	Nervous system
DOXYLAMINE	DRUG:DOXYLAMINE	CHEMBL1004	R06AA09	R	Respiratory system
DEQUALINIUM	DRUG:DEQUALINIUM	CHEMBL333826	R02AA02	R	Respiratory system
NIKETHAMIDE	DRUG:NIKETHAMIDE	CHEMBL2104607	R07AB52	R	Respiratory system
PROMEGESTONE	DRUG:PROMEGESTONE	CHEMBL196003	G03DB07	G	Genito-urinary system and sex hormones
AMINOMETHYLBENZOIC ACID	DRUG:AMINOMETHYLBENZOIC ACID	CHEMBL328875	B02AA03	B	Blood and blood forming organs
BEPRIDIL	DRUG:BEPRIDIL	CHEMBL1008	C08EA02	C	Cardiovascular system
BENZALKONIUM	DRUG:BENZALKONIUM	CHEMBL1187417	D08AJ01	D	Dermatologicals
PROCYCLIDINE	DRUG:PROCYCLIDINE	CHEMBL86715	N04AA04	N	Nervous system
MEPHENOXALONE	DRUG:MEPHENOXALONE	CHEMBL2104790	N05BX01	N	Nervous system
BARNIDIPINE	DRUG:BARNIDIPINE	CHEMBL2103761	C08CA12	C	Cardiovascular system
DUVELISIB	DRUG:DUVELISIB	CHEMBL3039502	L01EM04	L	Antineoplastic and immunomodulating agents
COPANLISIB	DRUG:COPANLISIB	CHEMBL3218576	L01EM02	L	Antineoplastic and immunomodulating agents
ETELCALCETIDE	DRUG:ETELCALCETIDE	CHEMBL3545184	H05BX04	H	Systemic hormonal preparations
ENCORAFENIB	DRUG:ENCORAFENIB	CHEMBL3301612	L01EC03	L	Antineoplastic and immunomodulating agents
CLASCOTERONE	DRUG:CLASCOTERONE	CHEMBL3590187	D10AX06	D	Dermatologicals
NECITUMUMAB	DRUG:NECITUMUMAB	CHEMBL1743047	L01FE03	L	Antineoplastic and immunomodulating agents
VEDOLIZUMAB	DRUG:VEDOLIZUMAB	CHEMBL1743087	L04AG05	L	Antineoplastic and immunomodulating agents
SOTORASIB	DRUG:SOTORASIB	CHEMBL4535757	L01XX73	L	Antineoplastic and immunomodulating agents
BREXUCABTAGENE AUTOLEUCEL	DRUG:BREXUCABTAGENE AUTOLEUCEL	CHEMBL4594618	L01XL06	L	Antineoplastic and immunomodulating agents
MOLNUPIRAVIR	DRUG:MOLNUPIRAVIR	CHEMBL4650320	J05AB18	J	Antiinfectives for systemic use
ORELABRUTINIB	DRUG:ORELABRUTINIB	CHEMBL4650321	L01EL04	L	Antineoplastic and immunomodulating agents
IDECABTAGENE VICLEUCEL	DRUG:IDECABTAGENE VICLEUCEL	CHEMBL4298199	L01XL07	L	Antineoplastic and immunomodulating agents
SERPLULIMAB	DRUG:SERPLULIMAB	CHEMBL4594550	L01FF12	L	Antineoplastic and immunomodulating agents
LAZERTINIB	DRUG:LAZERTINIB	CHEMBL4558324	L01EB09	L	Antineoplastic and immunomodulating agents
GEMTUZUMAB OZOGAMICIN	DRUG:GEMTUZUMAB OZOGAMICIN	CHEMBL1201506	L01FX02	L	Antineoplastic and immunomodulating agents
IPILIMUMAB	DRUG:IPILIMUMAB	CHEMBL1789844	L01FX04	L	Antineoplastic and immunomodulating agents
OFATUMUMAB	DRUG:OFATUMUMAB	CHEMBL1201836	L01FA02	L	Antineoplastic and immunomodulating agents
ECULIZUMAB	DRUG:ECULIZUMAB	CHEMBL1201828	L04AJ01	L	Antineoplastic and immunomodulating agents
DENOSUMAB	DRUG:DENOSUMAB	CHEMBL1237023	M05BX04	M	Musculo-skeletal system
TILDRAKIZUMAB	DRUG:TILDRAKIZUMAB	CHEMBL2108681	L04AC17	L	Antineoplastic and immunomodulating agents
MEPOLIZUMAB	DRUG:MEPOLIZUMAB	CHEMBL2108429	R03DX09	R	Respiratory system
ABCIXIMAB	DRUG:ABCIXIMAB	CHEMBL1201584	B01AC13	B	Blood and blood forming organs
RANOLAZINE	DRUG:RANOLAZINE	CHEMBL1404	C01EB18	C	Cardiovascular system
PILOCARPINE	DRUG:PILOCARPINE	CHEMBL550	N07AX01	N	Nervous system
CARISOPRODOL	DRUG:CARISOPRODOL	CHEMBL1233	M03BA02	M	Musculo-skeletal system
GABAPENTIN	DRUG:GABAPENTIN	CHEMBL940	N02BF01	N	Nervous system
NOSCAPINE	DRUG:NOSCAPINE	CHEMBL364713	R05DA07	R	Respiratory system
SODIUM CITRATE	DRUG:SODIUM CITRATE	CHEMBL1355	B05CB02	B	Blood and blood forming organs
BEDAQUILINE	DRUG:BEDAQUILINE	CHEMBL376488	J04AK05	J	Antiinfectives for systemic use
ACYCLOVIR	DRUG:ACYCLOVIR	CHEMBL184	D06BB53	D	Dermatologicals
CLOTRIMAZOLE	DRUG:CLOTRIMAZOLE	CHEMBL104	G01AF02	G	Genito-urinary system and sex hormones
NITROFURAZONE	DRUG:NITROFURAZONE	CHEMBL869	D08AF01	D	Dermatologicals
NITROFURAZONE	DRUG:NITROFURAZONE	CHEMBL869	S01AX04	S	Sensory organs
OXYMETAZOLINE	DRUG:OXYMETAZOLINE	CHEMBL762	S01GA04	S	Sensory organs
DOXOFYLLINE	DRUG:DOXOFYLLINE	CHEMBL1527608	R03DA11	R	Respiratory system
CAPSAICIN	DRUG:CAPSAICIN	CHEMBL294199	N01BX04	N	Nervous system
ALGLUCOSIDASE ALFA	DRUG:ALGLUCOSIDASE ALFA	CHEMBL1201824	A16AB07	A	Alimentary tract and metabolism
VEMURAFENIB	DRUG:VEMURAFENIB	CHEMBL1229517	L01EC01	L	Antineoplastic and immunomodulating agents
MINOCYCLINE	DRUG:MINOCYCLINE	CHEMBL1434	A01AB23	A	Alimentary tract and metabolism
METYRAPONE	DRUG:METYRAPONE	CHEMBL934	V04CD01	V	Various
TELMISARTAN	DRUG:TELMISARTAN	CHEMBL1017	C09CA07	C	Cardiovascular system
ZOLEDRONIC ACID	DRUG:ZOLEDRONIC ACID	CHEMBL4303669	M05BA08	M	Musculo-skeletal system
TRIAMTERENE	DRUG:TRIAMTERENE	CHEMBL585	C03DB02	C	Cardiovascular system
TOLNAFTATE	DRUG:TOLNAFTATE	CHEMBL83668	D01AE18	D	Dermatologicals
NYSTATIN	DRUG:NYSTATIN	CHEMBL5465559	G01AA01	G	Genito-urinary system and sex hormones
ROXITHROMYCIN	DRUG:ROXITHROMYCIN	CHEMBL1214185	J01FA06	J	Antiinfectives for systemic use
ASPIRIN	DRUG:ASPIRIN	CHEMBL25	N02BA01	N	Nervous system
ASPIRIN	DRUG:ASPIRIN	CHEMBL25	N02BA51	N	Nervous system
CHLORZOXAZONE	DRUG:CHLORZOXAZONE	CHEMBL1371	M03BB03	M	Musculo-skeletal system
BRINZOLAMIDE	DRUG:BRINZOLAMIDE	CHEMBL220491	S01EC04	S	Sensory organs
BRINZOLAMIDE	DRUG:BRINZOLAMIDE	CHEMBL220491	S01EC54	S	Sensory organs
DANTROLENE	DRUG:DANTROLENE	CHEMBL1201288	M03CA01	M	Musculo-skeletal system
DAPSONE	DRUG:DAPSONE	CHEMBL1043	J04BA02	J	Antiinfectives for systemic use
EDOXABAN	DRUG:EDOXABAN	CHEMBL1269025	B01AF03	B	Blood and blood forming organs
IOPAMIDOL	DRUG:IOPAMIDOL	CHEMBL1200932	V08AB04	V	Various
DROPERIDOL	DRUG:DROPERIDOL	CHEMBL1108	N05AD08	N	Nervous system
MESALAMINE	DRUG:MESALAMINE	CHEMBL704	A07EC02	A	Alimentary tract and metabolism
NICORANDIL	DRUG:NICORANDIL	CHEMBL284906	C01DX16	C	Cardiovascular system
DEXIBUPROFEN	DRUG:DEXIBUPROFEN	CHEMBL175	M01AE14	M	Musculo-skeletal system
COCAINE	DRUG:COCAINE	CHEMBL370805	S02DA02	S	Sensory organs
NITROGLYCERIN	DRUG:NITROGLYCERIN	CHEMBL730	C05AE01	C	Cardiovascular system
GADOBUTROL	DRUG:GADOBUTROL	CHEMBL2218860	V08CA09	V	Various
RISEDRONIC ACID	DRUG:RISEDRONIC ACID	CHEMBL923	M05BA07	M	Musculo-skeletal system
VINDESINE	DRUG:VINDESINE	CHEMBL238071	L01CA03	L	Antineoplastic and immunomodulating agents
ALCOHOL	DRUG:ALCOHOL	CHEMBL545	D08AX08	D	Dermatologicals
ATROPINE	DRUG:ATROPINE	CHEMBL517712	S01FA01	S	Sensory organs
DESOXIMETASONE	DRUG:DESOXIMETASONE	CHEMBL1766	D07AC03	D	Dermatologicals
DESOXIMETASONE	DRUG:DESOXIMETASONE	CHEMBL1766	D07XC02	D	Dermatologicals
CABERGOLINE	DRUG:CABERGOLINE	CHEMBL1201087	N04BC06	N	Nervous system
KETOCONAZOLE	DRUG:KETOCONAZOLE	CHEMBL157101	G01AF11	G	Genito-urinary system and sex hormones
KETOCONAZOLE	DRUG:KETOCONAZOLE	CHEMBL157101	H02CA03	H	Systemic hormonal preparations
SODIUM PICOSULFATE	DRUG:SODIUM PICOSULFATE	CHEMBL1697768	A06AB58	A	Alimentary tract and metabolism
MAGNESIUM CITRATE	DRUG:MAGNESIUM CITRATE	CHEMBL3989480	A12CC04	A	Alimentary tract and metabolism
LIRAGLUTIDE	DRUG:LIRAGLUTIDE	CHEMBL4084119	A10BJ02	A	Alimentary tract and metabolism
DROXIDOPA	DRUG:DROXIDOPA	CHEMBL2103827	C01CA27	C	Cardiovascular system
PRUCALOPRIDE	DRUG:PRUCALOPRIDE	CHEMBL117287	A06AX05	A	Alimentary tract and metabolism
FLUOROURACIL	DRUG:FLUOROURACIL	CHEMBL185	L01BC52	L	Antineoplastic and immunomodulating agents
METOPROLOL	DRUG:METOPROLOL	CHEMBL13	C07AB02	C	Cardiovascular system
RETINOL	DRUG:RETINOL	CHEMBL986	S01XA02	S	Sensory organs
VOGLIBOSE	DRUG:VOGLIBOSE	CHEMBL476960	A10BF03	A	Alimentary tract and metabolism
FRUCTOSE	DRUG:FRUCTOSE	CHEMBL1232863	V06DC02	V	Various
CYCLOSPORINE	DRUG:CYCLOSPORINE	CHEMBL160	S01XA18	S	Sensory organs
SUVOREXANT	DRUG:SUVOREXANT	CHEMBL1083659	N05CJ01	N	Nervous system
SALMETEROL	DRUG:SALMETEROL	CHEMBL1263	R03AC12	R	Respiratory system
FRAMYCETIN	DRUG:FRAMYCETIN	CHEMBL184618	D09AA01	D	Dermatologicals
INTERFERON	DRUG:INTERFERON	CHEMBL2108494	S01AD05	S	Sensory organs
PEGASPARGASE	DRUG:PEGASPARGASE	CHEMBL2108546	L01XX24	L	Antineoplastic and immunomodulating agents
BENIDIPINE	DRUG:BENIDIPINE	CHEMBL2074972	C08CA15	C	Cardiovascular system
VORICONAZOLE	DRUG:VORICONAZOLE	CHEMBL638	J02AC03	J	Antiinfectives for systemic use
IBRUTINIB	DRUG:IBRUTINIB	CHEMBL1873475	L01EL01	L	Antineoplastic and immunomodulating agents
SULFAMETHOXAZOLE	DRUG:SULFAMETHOXAZOLE	CHEMBL443	J01EC01	J	Antiinfectives for systemic use
BROTIZOLAM	DRUG:BROTIZOLAM	CHEMBL32479	N05CD09	N	Nervous system
BUTORPHANOL	DRUG:BUTORPHANOL	CHEMBL33986	N02AF01	N	Nervous system
DEXAMETHASONE	DRUG:DEXAMETHASONE	CHEMBL384467	A01AC02	A	Alimentary tract and metabolism
DIFLUCORTOLONE	DRUG:DIFLUCORTOLONE	CHEMBL509924	D07AC06	D	Dermatologicals
IVABRADINE	DRUG:IVABRADINE	CHEMBL471737	C01EB17	C	Cardiovascular system
CALCIUM CHLORIDE	DRUG:CALCIUM CHLORIDE	CHEMBL1200668	A12AA07	A	Alimentary tract and metabolism
ENFUVIRTIDE	DRUG:ENFUVIRTIDE	CHEMBL525076	J05AX07	J	Antiinfectives for systemic use
THIOTEPA	DRUG:THIOTEPA	CHEMBL671	L01AC01	L	Antineoplastic and immunomodulating agents
ERYTHROMYCIN	DRUG:ERYTHROMYCIN	CHEMBL532	D10AF02	D	Dermatologicals
ISONIAZID	DRUG:ISONIAZID	CHEMBL64	J04AC51	J	Antiinfectives for systemic use
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	DRUG:COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	CHEMBL2108709	D03BA02	D	Dermatologicals
BUPIVACAINE	DRUG:BUPIVACAINE	CHEMBL1098	N01BB01	N	Nervous system
BUPIVACAINE	DRUG:BUPIVACAINE	CHEMBL1098	N01BB51	N	Nervous system
DEXMEDETOMIDINE	DRUG:DEXMEDETOMIDINE	CHEMBL778	N05CM18	N	Nervous system
PHYTONADIONE	DRUG:PHYTONADIONE	CHEMBL1550	B02BA01	B	Blood and blood forming organs
AMINOCAPROIC ACID	DRUG:AMINOCAPROIC ACID	CHEMBL1046	B02AA01	B	Blood and blood forming organs
CAPTOPRIL	DRUG:CAPTOPRIL	CHEMBL1560	C09AA01	C	Cardiovascular system
DIAZEPAM	DRUG:DIAZEPAM	CHEMBL12	N05BA01	N	Nervous system
ARIPIPRAZOLE	DRUG:ARIPIPRAZOLE	CHEMBL1112	N05AX12	N	Nervous system
DIACEREIN	DRUG:DIACEREIN	CHEMBL41286	M01AX21	M	Musculo-skeletal system
HYOSCYAMINE	DRUG:HYOSCYAMINE	CHEMBL1331216	A03BA03	A	Alimentary tract and metabolism
IBUPROFEN	DRUG:IBUPROFEN	CHEMBL521	M02AA13	M	Musculo-skeletal system
METHOXSALEN	DRUG:METHOXSALEN	CHEMBL416	D05BA02	D	Dermatologicals
FAMCICLOVIR	DRUG:FAMCICLOVIR	CHEMBL880	S01AD07	S	Sensory organs
FLURBIPROFEN	DRUG:FLURBIPROFEN	CHEMBL563	S01BC04	S	Sensory organs
SODIUM PHENYLBUTYRATE	DRUG:SODIUM PHENYLBUTYRATE	CHEMBL1746	A16AX03	A	Alimentary tract and metabolism
BCG VACCINE	DRUG:BCG VACCINE	CHEMBL2108905	L03AX03	L	Antineoplastic and immunomodulating agents
CALCIUM GLUCONATE	DRUG:CALCIUM GLUCONATE	CHEMBL2106119	D11AX03	D	Dermatologicals
ILAPRAZOLE	DRUG:ILAPRAZOLE	CHEMBL2106370	A02BC11	A	Alimentary tract and metabolism
NIMODIPINE	DRUG:NIMODIPINE	CHEMBL1428	C08CA06	C	Cardiovascular system
VANDETANIB	DRUG:VANDETANIB	CHEMBL24828	L01EX04	L	Antineoplastic and immunomodulating agents
CINACALCET	DRUG:CINACALCET	CHEMBL1201284	H05BX01	H	Systemic hormonal preparations
PEGVISOMANT	DRUG:PEGVISOMANT	CHEMBL1201515	H01AX01	H	Systemic hormonal preparations
QUINIDINE	DRUG:QUINIDINE	CHEMBL1294	C01BA51	C	Cardiovascular system
TRANDOLAPRIL	DRUG:TRANDOLAPRIL	CHEMBL1519	C09AA10	C	Cardiovascular system
LACTITOL	DRUG:LACTITOL	CHEMBL1661	A06AD12	A	Alimentary tract and metabolism
RIFAMYCIN	DRUG:RIFAMYCIN	CHEMBL437765	S02AA12	S	Sensory organs
NABILONE	DRUG:NABILONE	CHEMBL2218896	A04AD11	A	Alimentary tract and metabolism
NIZATIDINE	DRUG:NIZATIDINE	CHEMBL3183075	A02BA04	A	Alimentary tract and metabolism
DORIPENEM	DRUG:DORIPENEM	CHEMBL491571	J01DH04	J	Antiinfectives for systemic use
NAPROXEN	DRUG:NAPROXEN	CHEMBL154	G02CC02	G	Genito-urinary system and sex hormones
NAPROXEN	DRUG:NAPROXEN	CHEMBL154	M01AE02	M	Musculo-skeletal system
TOLPERISONE	DRUG:TOLPERISONE	CHEMBL1076211	M02AX06	M	Musculo-skeletal system
SODIUM CHLORIDE	DRUG:SODIUM CHLORIDE	CHEMBL1200574	S01XA03	S	Sensory organs
ESTRIOL	DRUG:ESTRIOL	CHEMBL193482	G03CC06	G	Genito-urinary system and sex hormones
NITROUS OXIDE	DRUG:NITROUS OXIDE	CHEMBL1234579	N01AX63	N	Nervous system
FAMOTIDINE	DRUG:FAMOTIDINE	CHEMBL902	A02BA03	A	Alimentary tract and metabolism
AXITINIB	DRUG:AXITINIB	CHEMBL1289926	L01EK01	L	Antineoplastic and immunomodulating agents
TRIAMCINOLONE	DRUG:TRIAMCINOLONE	CHEMBL1451	D07XB02	D	Dermatologicals
ACLIDINIUM BROMIDE	DRUG:ACLIDINIUM BROMIDE	CHEMBL551466	R03BB05	R	Respiratory system
ALCAFTADINE	DRUG:ALCAFTADINE	CHEMBL1201747	S01GX11	S	Sensory organs
GRAMICIDIN	DRUG:GRAMICIDIN	CHEMBL1201469	R02AB30	R	Respiratory system
RUPATADINE	DRUG:RUPATADINE	CHEMBL91397	R06AX28	R	Respiratory system
TIMOLOL	DRUG:TIMOLOL	CHEMBL499	S01ED01	S	Sensory organs
ROPIVACAINE	DRUG:ROPIVACAINE	CHEMBL1077896	N01BB09	N	Nervous system
MICAFUNGIN	DRUG:MICAFUNGIN	CHEMBL457547	J02AX05	J	Antiinfectives for systemic use
VERTEPORFIN	DRUG:VERTEPORFIN	CHEMBL5314346	S01LA01	S	Sensory organs
CEFTRIAXONE	DRUG:CEFTRIAXONE	CHEMBL161	J01DD54	J	Antiinfectives for systemic use
LABETALOL	DRUG:LABETALOL	CHEMBL429	C07AG01	C	Cardiovascular system
POLYMYXIN B	DRUG:POLYMYXIN B	CHEMBL5314354	A07AA05	A	Alimentary tract and metabolism
POLYMYXIN B	DRUG:POLYMYXIN B	CHEMBL5314354	S03AA03	S	Sensory organs
EPINASTINE	DRUG:EPINASTINE	CHEMBL1106	R06AX24	R	Respiratory system
EPIRUBICIN	DRUG:EPIRUBICIN	CHEMBL417	L01DB03	L	Antineoplastic and immunomodulating agents
ACIPIMOX	DRUG:ACIPIMOX	CHEMBL345714	C10AD06	C	Cardiovascular system
CHLORAMPHENICOL	DRUG:CHLORAMPHENICOL	CHEMBL130	D06AX02	D	Dermatologicals
TIAGABINE	DRUG:TIAGABINE	CHEMBL1027	N03AG06	N	Nervous system
NALOXONE	DRUG:NALOXONE	CHEMBL80	V03AB15	V	Various
OXACILLIN	DRUG:OXACILLIN	CHEMBL819	J01CF04	J	Antiinfectives for systemic use
NAFARELIN	DRUG:NAFARELIN	CHEMBL1201309	H01CA02	H	Systemic hormonal preparations
PROCARBAZINE	DRUG:PROCARBAZINE	CHEMBL1321	L01XB01	L	Antineoplastic and immunomodulating agents
ACETYLCYSTEINE	DRUG:ACETYLCYSTEINE	CHEMBL600	R05CB01	R	Respiratory system
DEFERIPRONE	DRUG:DEFERIPRONE	CHEMBL70927	V03AC02	V	Various
SIROLIMUS	DRUG:SIROLIMUS	CHEMBL413	L04AH01	L	Antineoplastic and immunomodulating agents
DOMPERIDONE	DRUG:DOMPERIDONE	CHEMBL219916	A03FA03	A	Alimentary tract and metabolism
TETRACAINE	DRUG:TETRACAINE	CHEMBL698	C05AD02	C	Cardiovascular system
TETRACAINE	DRUG:TETRACAINE	CHEMBL698	D04AB06	D	Dermatologicals
AMINOLEVULINIC ACID	DRUG:AMINOLEVULINIC ACID	CHEMBL601	L01XD04	L	Antineoplastic and immunomodulating agents
VINBLASTINE	DRUG:VINBLASTINE	CHEMBL159	L01CA01	L	Antineoplastic and immunomodulating agents
HYDROCODONE	DRUG:HYDROCODONE	CHEMBL1457	R05DA03	R	Respiratory system
HYDRALAZINE	DRUG:HYDRALAZINE	CHEMBL276832	C02DB02	C	Cardiovascular system
ATRACURIUM	DRUG:ATRACURIUM	CHEMBL1360	M03AC04	M	Musculo-skeletal system
MEXILETINE	DRUG:MEXILETINE	CHEMBL558	C01BB02	C	Cardiovascular system
LIDOCAINE	DRUG:LIDOCAINE	CHEMBL79	D04AB01	D	Dermatologicals
LIDOCAINE	DRUG:LIDOCAINE	CHEMBL79	N01BB02	N	Nervous system
EPINEPHRINE	DRUG:EPINEPHRINE	CHEMBL679	B02BC09	B	Blood and blood forming organs
EPINEPHRINE	DRUG:EPINEPHRINE	CHEMBL679	S01EA01	S	Sensory organs
THROMBIN	DRUG:THROMBIN	CHEMBL2108110	B02BD30	B	Blood and blood forming organs
ZUCLOPENTHIXOL	DRUG:ZUCLOPENTHIXOL	CHEMBL53904	N05AF05	N	Nervous system
DONEPEZIL	DRUG:DONEPEZIL	CHEMBL502	N06DA02	N	Nervous system
GLYCOPYRRONIUM	DRUG:GLYCOPYRRONIUM	CHEMBL1201335	D11AA01	D	Dermatologicals
NEOMYCIN	DRUG:NEOMYCIN	CHEMBL3989751	A07AA01	A	Alimentary tract and metabolism
NEOMYCIN	DRUG:NEOMYCIN	CHEMBL3989751	B05CA09	B	Blood and blood forming organs
NEOMYCIN	DRUG:NEOMYCIN	CHEMBL3989751	J01GB05	J	Antiinfectives for systemic use
PIPERACILLIN	DRUG:PIPERACILLIN	CHEMBL702	J01CA12	J	Antiinfectives for systemic use
VECURONIUM	DRUG:VECURONIUM	CHEMBL1201219	M03AC03	M	Musculo-skeletal system
TERBUTALINE	DRUG:TERBUTALINE	CHEMBL1760	R03AC03	R	Respiratory system
TERBUTALINE	DRUG:TERBUTALINE	CHEMBL1760	R03CC03	R	Respiratory system
PROMAZINE	DRUG:PROMAZINE	CHEMBL564	N05AA03	N	Nervous system
PREDNISOLONE	DRUG:PREDNISOLONE	CHEMBL131	A01AC04	A	Alimentary tract and metabolism
PREDNISOLONE	DRUG:PREDNISOLONE	CHEMBL131	D07AA03	D	Dermatologicals
PREDNISOLONE	DRUG:PREDNISOLONE	CHEMBL131	R01AD52	R	Respiratory system
MESNA	DRUG:MESNA	CHEMBL975	R05CB05	R	Respiratory system
FERROUS SULFATE	DRUG:FERROUS SULFATE	CHEMBL1200830	B03AA07	B	Blood and blood forming organs
NIRSEVIMAB	DRUG:NIRSEVIMAB	CHEMBL4297575	J06BD08	J	Antiinfectives for systemic use
SOLRIAMFETOL	DRUG:SOLRIAMFETOL	CHEMBL4297620	N06BA14	N	Nervous system
BIMEKIZUMAB	DRUG:BIMEKIZUMAB	CHEMBL4297700	L04AC21	L	Antineoplastic and immunomodulating agents
TORIPALIMAB	DRUG:TORIPALIMAB	CHEMBL4297843	L01FF13	L	Antineoplastic and immunomodulating agents
SPESOLIMAB	DRUG:SPESOLIMAB	CHEMBL4297911	L04AC22	L	Antineoplastic and immunomodulating agents
DATOPOTAMAB DERUXTECAN	DRUG:DATOPOTAMAB DERUXTECAN	CHEMBL4297939	L01FX35	L	Antineoplastic and immunomodulating agents
SULFUR	DRUG:SULFUR	CHEMBL1235452	D10AB02	D	Dermatologicals
SULFUR	DRUG:SULFUR	CHEMBL1235452	D11AC08	D	Dermatologicals
LISDEXAMFETAMINE	DRUG:LISDEXAMFETAMINE	CHEMBL1201222	N06BA12	N	Nervous system
AMINOPHYLLINE	DRUG:AMINOPHYLLINE	CHEMBL1370561	R03DA05	R	Respiratory system
METHOTREXATE	DRUG:METHOTREXATE	CHEMBL34259	L01BA01	L	Antineoplastic and immunomodulating agents
ACETIC ACID	DRUG:ACETIC ACID	CHEMBL539	S02AA10	S	Sensory organs
DACTINOMYCIN	DRUG:DACTINOMYCIN	CHEMBL1554	L01DA01	L	Antineoplastic and immunomodulating agents
DEXRAZOXANE	DRUG:DEXRAZOXANE	CHEMBL1738	V03AF02	V	Various
FUSIDIC ACID	DRUG:FUSIDIC ACID	CHEMBL374975	J01XC01	J	Antiinfectives for systemic use
