id	name	category
GENE:ENSG00000065665	ENSG00000065665	Gene
GENE:ENSG00000065675	ENSG00000065675	Gene
GENE:ENSG00000065717	ENSG00000065717	Gene
GENE:ENSG00000065802	ENSG00000065802	Gene
GENE:ENSG00000065809	ENSG00000065809	Gene
GENE:ENSG00000065833	ENSG00000065833	Gene
GENE:ENSG00000065882	ENSG00000065882	Gene
GENE:ENSG00000065883	ENSG00000065883	Gene
GENE:ENSG00000065911	ENSG00000065911	Gene
GENE:ENSG00000065923	ENSG00000065923	Gene
GENE:ENSG00000065970	ENSG00000065970	Gene
GENE:ENSG00000065978	ENSG00000065978	Gene
GENE:ENSG00000065989	ENSG00000065989	Gene
GENE:ENSG00000066027	ENSG00000066027	Gene
GENE:ENSG00000066032	ENSG00000066032	Gene
GENE:ENSG00000066044	ENSG00000066044	Gene
GENE:ENSG00000066056	ENSG00000066056	Gene
GENE:ENSG00000066084	ENSG00000066084	Gene
GENE:ENSG00000066117	ENSG00000066117	Gene
GENE:ENSG00000066135	ENSG00000066135	Gene
GENE:ENSG00000066136	ENSG00000066136	Gene
GENE:ENSG00000066230	ENSG00000066230	Gene
GENE:ENSG00000066248	ENSG00000066248	Gene
GENE:ENSG00000066279	ENSG00000066279	Gene
GENE:ENSG00000066294	ENSG00000066294	Gene
GENE:ENSG00000066322	ENSG00000066322	Gene
GENE:ENSG00000066336	ENSG00000066336	Gene
GENE:ENSG00000066379	ENSG00000066379	Gene
GENE:ENSG00000066382	ENSG00000066382	Gene
GENE:ENSG00000066405	ENSG00000066405	Gene
GENE:ENSG00000066427	ENSG00000066427	Gene
GENE:ENSG00000066455	ENSG00000066455	Gene
GENE:ENSG00000066468	ENSG00000066468	Gene
GENE:ENSG00000066557	ENSG00000066557	Gene
GENE:ENSG00000066583	ENSG00000066583	Gene
GENE:ENSG00000066629	ENSG00000066629	Gene
GENE:ENSG00000066651	ENSG00000066651	Gene
GENE:ENSG00000066654	ENSG00000066654	Gene
GENE:ENSG00000066735	ENSG00000066735	Gene
GENE:ENSG00000066739	ENSG00000066739	Gene
GENE:ENSG00000066777	ENSG00000066777	Gene
GENE:ENSG00000066813	ENSG00000066813	Gene
GENE:ENSG00000066855	ENSG00000066855	Gene
GENE:ENSG00000066923	ENSG00000066923	Gene
GENE:ENSG00000066926	ENSG00000066926	Gene
GENE:ENSG00000066933	ENSG00000066933	Gene
GENE:ENSG00000067048	ENSG00000067048	Gene
GENE:ENSG00000067057	ENSG00000067057	Gene
GENE:ENSG00000067064	ENSG00000067064	Gene
GENE:ENSG00000067066	ENSG00000067066	Gene
GENE:ENSG00000067082	ENSG00000067082	Gene
GENE:ENSG00000067113	ENSG00000067113	Gene
GENE:ENSG00000067141	ENSG00000067141	Gene
GENE:ENSG00000067167	ENSG00000067167	Gene
GENE:ENSG00000067177	ENSG00000067177	Gene
GENE:ENSG00000067182	ENSG00000067182	Gene
GENE:ENSG00000067191	ENSG00000067191	Gene
GENE:ENSG00000067208	ENSG00000067208	Gene
GENE:ENSG00000067225	ENSG00000067225	Gene
GENE:ENSG00000067248	ENSG00000067248	Gene
GENE:ENSG00000067334	ENSG00000067334	Gene
GENE:ENSG00000067365	ENSG00000067365	Gene
GENE:ENSG00000067369	ENSG00000067369	Gene
GENE:ENSG00000067445	ENSG00000067445	Gene
GENE:ENSG00000067533	ENSG00000067533	Gene
GENE:ENSG00000067560	ENSG00000067560	Gene
GENE:ENSG00000067596	ENSG00000067596	Gene
GENE:ENSG00000067606	ENSG00000067606	Gene
GENE:ENSG00000067646	ENSG00000067646	Gene
GENE:ENSG00000067704	ENSG00000067704	Gene
GENE:ENSG00000067715	ENSG00000067715	Gene
GENE:ENSG00000067798	ENSG00000067798	Gene
GENE:ENSG00000067829	ENSG00000067829	Gene
GENE:ENSG00000067836	ENSG00000067836	Gene
GENE:ENSG00000067840	ENSG00000067840	Gene
GENE:ENSG00000067842	ENSG00000067842	Gene
GENE:ENSG00000067900	ENSG00000067900	Gene
GENE:ENSG00000067955	ENSG00000067955	Gene
GENE:ENSG00000067992	ENSG00000067992	Gene
GENE:ENSG00000068001	ENSG00000068001	Gene
GENE:ENSG00000068024	ENSG00000068024	Gene
GENE:ENSG00000068028	ENSG00000068028	Gene
GENE:ENSG00000068078	ENSG00000068078	Gene
GENE:ENSG00000068079	ENSG00000068079	Gene
GENE:ENSG00000068097	ENSG00000068097	Gene
GENE:ENSG00000068120	ENSG00000068120	Gene
GENE:ENSG00000068305	ENSG00000068305	Gene
GENE:ENSG00000068308	ENSG00000068308	Gene
GENE:ENSG00000068323	ENSG00000068323	Gene
GENE:ENSG00000068354	ENSG00000068354	Gene
GENE:ENSG00000068366	ENSG00000068366	Gene
GENE:ENSG00000068383	ENSG00000068383	Gene
GENE:ENSG00000068394	ENSG00000068394	Gene
GENE:ENSG00000068438	ENSG00000068438	Gene
GENE:ENSG00000068615	ENSG00000068615	Gene
GENE:ENSG00000068650	ENSG00000068650	Gene
GENE:ENSG00000068654	ENSG00000068654	Gene
GENE:ENSG00000068697	ENSG00000068697	Gene
GENE:ENSG00000068724	ENSG00000068724	Gene
GENE:ENSG00000068745	ENSG00000068745	Gene
GENE:ENSG00000068781	ENSG00000068781	Gene
GENE:ENSG00000068784	ENSG00000068784	Gene
GENE:ENSG00000068796	ENSG00000068796	Gene
GENE:ENSG00000068831	ENSG00000068831	Gene
GENE:ENSG00000068878	ENSG00000068878	Gene
GENE:ENSG00000068885	ENSG00000068885	Gene
GENE:ENSG00000068903	ENSG00000068903	Gene
GENE:ENSG00000068912	ENSG00000068912	Gene
GENE:ENSG00000068971	ENSG00000068971	Gene
GENE:ENSG00000068976	ENSG00000068976	Gene
GENE:ENSG00000068985	ENSG00000068985	Gene
GENE:ENSG00000069011	ENSG00000069011	Gene
GENE:ENSG00000069018	ENSG00000069018	Gene
GENE:ENSG00000069122	ENSG00000069122	Gene
GENE:ENSG00000069188	ENSG00000069188	Gene
GENE:ENSG00000069248	ENSG00000069248	Gene
GENE:ENSG00000069275	ENSG00000069275	Gene
GENE:ENSG00000069329	ENSG00000069329	Gene
GENE:ENSG00000069345	ENSG00000069345	Gene
GENE:ENSG00000069399	ENSG00000069399	Gene
GENE:ENSG00000069424	ENSG00000069424	Gene
GENE:ENSG00000069431	ENSG00000069431	Gene
GENE:ENSG00000069482	ENSG00000069482	Gene
GENE:ENSG00000069493	ENSG00000069493	Gene
GENE:ENSG00000069509	ENSG00000069509	Gene
GENE:ENSG00000069535	ENSG00000069535	Gene
GENE:ENSG00000069667	ENSG00000069667	Gene
GENE:ENSG00000069696	ENSG00000069696	Gene
GENE:ENSG00000069702	ENSG00000069702	Gene
GENE:ENSG00000069764	ENSG00000069764	Gene
GENE:ENSG00000069849	ENSG00000069849	Gene
GENE:ENSG00000069869	ENSG00000069869	Gene
GENE:ENSG00000069943	ENSG00000069943	Gene
GENE:ENSG00000069956	ENSG00000069956	Gene
GENE:ENSG00000069966	ENSG00000069966	Gene
GENE:ENSG00000069974	ENSG00000069974	Gene
GENE:ENSG00000069998	ENSG00000069998	Gene
GENE:ENSG00000070010	ENSG00000070010	Gene
GENE:ENSG00000070018	ENSG00000070018	Gene
GENE:ENSG00000070019	ENSG00000070019	Gene
GENE:ENSG00000070031	ENSG00000070031	Gene
GENE:ENSG00000070061	ENSG00000070061	Gene
GENE:ENSG00000070081	ENSG00000070081	Gene
GENE:ENSG00000070087	ENSG00000070087	Gene
GENE:ENSG00000070159	ENSG00000070159	Gene
GENE:ENSG00000070182	ENSG00000070182	Gene
GENE:ENSG00000070190	ENSG00000070190	Gene
GENE:ENSG00000070193	ENSG00000070193	Gene
GENE:ENSG00000070214	ENSG00000070214	Gene
GENE:ENSG00000070366	ENSG00000070366	Gene
GENE:ENSG00000070367	ENSG00000070367	Gene
GENE:ENSG00000070371	ENSG00000070371	Gene
GENE:ENSG00000070388	ENSG00000070388	Gene
GENE:ENSG00000070404	ENSG00000070404	Gene
GENE:ENSG00000070413	ENSG00000070413	Gene
GENE:ENSG00000070423	ENSG00000070423	Gene
GENE:ENSG00000070444	ENSG00000070444	Gene
GENE:ENSG00000070476	ENSG00000070476	Gene
GENE:ENSG00000070495	ENSG00000070495	Gene
GENE:ENSG00000070501	ENSG00000070501	Gene
GENE:ENSG00000070526	ENSG00000070526	Gene
GENE:ENSG00000070540	ENSG00000070540	Gene
GENE:ENSG00000070601	ENSG00000070601	Gene
GENE:ENSG00000070610	ENSG00000070610	Gene
GENE:ENSG00000070614	ENSG00000070614	Gene
GENE:ENSG00000070669	ENSG00000070669	Gene
GENE:ENSG00000070718	ENSG00000070718	Gene
GENE:ENSG00000070729	ENSG00000070729	Gene
GENE:ENSG00000070731	ENSG00000070731	Gene
GENE:ENSG00000070748	ENSG00000070748	Gene
GENE:ENSG00000070756	ENSG00000070756	Gene
GENE:ENSG00000070761	ENSG00000070761	Gene
GENE:ENSG00000070770	ENSG00000070770	Gene
GENE:ENSG00000070778	ENSG00000070778	Gene
GENE:ENSG00000070785	ENSG00000070785	Gene
GENE:ENSG00000070808	ENSG00000070808	Gene
GENE:ENSG00000070814	ENSG00000070814	Gene
GENE:ENSG00000070831	ENSG00000070831	Gene
GENE:ENSG00000070882	ENSG00000070882	Gene
GENE:ENSG00000070886	ENSG00000070886	Gene
GENE:ENSG00000070915	ENSG00000070915	Gene
GENE:ENSG00000070950	ENSG00000070950	Gene
GENE:ENSG00000070961	ENSG00000070961	Gene
GENE:ENSG00000070985	ENSG00000070985	Gene
GENE:ENSG00000071051	ENSG00000071051	Gene
GENE:ENSG00000071054	ENSG00000071054	Gene
GENE:ENSG00000071073	ENSG00000071073	Gene
GENE:ENSG00000071082	ENSG00000071082	Gene
GENE:ENSG00000071127	ENSG00000071127	Gene
GENE:ENSG00000071189	ENSG00000071189	Gene
GENE:ENSG00000071203	ENSG00000071203	Gene
GENE:ENSG00000071205	ENSG00000071205	Gene
GENE:ENSG00000071242	ENSG00000071242	Gene
GENE:ENSG00000071243	ENSG00000071243	Gene
GENE:ENSG00000071246	ENSG00000071246	Gene
GENE:ENSG00000071282	ENSG00000071282	Gene
GENE:ENSG00000071462	ENSG00000071462	Gene
GENE:ENSG00000071537	ENSG00000071537	Gene
GENE:ENSG00000071539	ENSG00000071539	Gene
GENE:ENSG00000071553	ENSG00000071553	Gene
GENE:ENSG00000071564	ENSG00000071564	Gene
GENE:ENSG00000071575	ENSG00000071575	Gene
GENE:ENSG00000071626	ENSG00000071626	Gene
GENE:ENSG00000071655	ENSG00000071655	Gene
GENE:ENSG00000071677	ENSG00000071677	Gene
GENE:ENSG00000071794	ENSG00000071794	Gene
GENE:ENSG00000071859	ENSG00000071859	Gene
GENE:ENSG00000071889	ENSG00000071889	Gene
GENE:ENSG00000071894	ENSG00000071894	Gene
GENE:ENSG00000071909	ENSG00000071909	Gene
GENE:ENSG00000071967	ENSG00000071967	Gene
GENE:ENSG00000071991	ENSG00000071991	Gene
GENE:ENSG00000071994	ENSG00000071994	Gene
GENE:ENSG00000072041	ENSG00000072041	Gene
GENE:ENSG00000072042	ENSG00000072042	Gene
GENE:ENSG00000072062	ENSG00000072062	Gene
GENE:ENSG00000072080	ENSG00000072080	Gene
GENE:ENSG00000072110	ENSG00000072110	Gene
GENE:ENSG00000072121	ENSG00000072121	Gene
GENE:ENSG00000072133	ENSG00000072133	Gene
GENE:ENSG00000072134	ENSG00000072134	Gene
GENE:ENSG00000072135	ENSG00000072135	Gene
GENE:ENSG00000072163	ENSG00000072163	Gene
GENE:ENSG00000072182	ENSG00000072182	Gene
GENE:ENSG00000072195	ENSG00000072195	Gene
GENE:ENSG00000072201	ENSG00000072201	Gene
GENE:ENSG00000072210	ENSG00000072210	Gene
GENE:ENSG00000072274	ENSG00000072274	Gene
GENE:ENSG00000072310	ENSG00000072310	Gene
GENE:ENSG00000072315	ENSG00000072315	Gene
GENE:ENSG00000072364	ENSG00000072364	Gene
GENE:ENSG00000072401	ENSG00000072401	Gene
GENE:ENSG00000072415	ENSG00000072415	Gene
GENE:ENSG00000072422	ENSG00000072422	Gene
GENE:ENSG00000072501	ENSG00000072501	Gene
GENE:ENSG00000072506	ENSG00000072506	Gene
GENE:ENSG00000072518	ENSG00000072518	Gene
GENE:ENSG00000072571	ENSG00000072571	Gene
GENE:ENSG00000072609	ENSG00000072609	Gene
GENE:ENSG00000072657	ENSG00000072657	Gene
GENE:ENSG00000072682	ENSG00000072682	Gene
GENE:ENSG00000072694	ENSG00000072694	Gene
GENE:ENSG00000072736	ENSG00000072736	Gene
GENE:ENSG00000072756	ENSG00000072756	Gene
GENE:ENSG00000072778	ENSG00000072778	Gene
GENE:ENSG00000072786	ENSG00000072786	Gene
GENE:ENSG00000072803	ENSG00000072803	Gene
GENE:ENSG00000072832	ENSG00000072832	Gene
GENE:ENSG00000072840	ENSG00000072840	Gene
GENE:ENSG00000072849	ENSG00000072849	Gene
GENE:ENSG00000072858	ENSG00000072858	Gene
GENE:ENSG00000072864	ENSG00000072864	Gene
GENE:ENSG00000072952	ENSG00000072952	Gene
GENE:ENSG00000072954	ENSG00000072954	Gene
GENE:ENSG00000072958	ENSG00000072958	Gene
GENE:ENSG00000073008	ENSG00000073008	Gene
GENE:ENSG00000073050	ENSG00000073050	Gene
GENE:ENSG00000073060	ENSG00000073060	Gene
GENE:ENSG00000073067	ENSG00000073067	Gene
GENE:ENSG00000073111	ENSG00000073111	Gene
GENE:ENSG00000073146	ENSG00000073146	Gene
GENE:ENSG00000073150	ENSG00000073150	Gene
GENE:ENSG00000073169	ENSG00000073169	Gene
GENE:ENSG00000073282	ENSG00000073282	Gene
GENE:ENSG00000073331	ENSG00000073331	Gene
GENE:ENSG00000073350	ENSG00000073350	Gene
GENE:ENSG00000073417	ENSG00000073417	Gene
GENE:ENSG00000073464	ENSG00000073464	Gene
GENE:ENSG00000073536	ENSG00000073536	Gene
GENE:ENSG00000073578	ENSG00000073578	Gene
GENE:ENSG00000073584	ENSG00000073584	Gene
GENE:ENSG00000073605	ENSG00000073605	Gene
GENE:ENSG00000073614	ENSG00000073614	Gene
GENE:ENSG00000073670	ENSG00000073670	Gene
GENE:ENSG00000073711	ENSG00000073711	Gene
GENE:ENSG00000073712	ENSG00000073712	Gene
GENE:ENSG00000073734	ENSG00000073734	Gene
GENE:ENSG00000073737	ENSG00000073737	Gene
GENE:ENSG00000073754	ENSG00000073754	Gene
GENE:ENSG00000073756	ENSG00000073756	Gene
GENE:ENSG00000073792	ENSG00000073792	Gene
GENE:ENSG00000073803	ENSG00000073803	Gene
GENE:ENSG00000073849	ENSG00000073849	Gene
GENE:ENSG00000073861	ENSG00000073861	Gene
GENE:ENSG00000073921	ENSG00000073921	Gene
GENE:ENSG00000073969	ENSG00000073969	Gene
GENE:ENSG00000074047	ENSG00000074047	Gene
GENE:ENSG00000074054	ENSG00000074054	Gene
GENE:ENSG00000074071	ENSG00000074071	Gene
GENE:ENSG00000074181	ENSG00000074181	Gene
GENE:ENSG00000074201	ENSG00000074201	Gene
GENE:ENSG00000074211	ENSG00000074211	Gene
GENE:ENSG00000074219	ENSG00000074219	Gene
GENE:ENSG00000074266	ENSG00000074266	Gene
GENE:ENSG00000074276	ENSG00000074276	Gene
GENE:ENSG00000074317	ENSG00000074317	Gene
GENE:ENSG00000074319	ENSG00000074319	Gene
GENE:ENSG00000074356	ENSG00000074356	Gene
GENE:ENSG00000074370	ENSG00000074370	Gene
GENE:ENSG00000074410	ENSG00000074410	Gene
GENE:ENSG00000074416	ENSG00000074416	Gene
GENE:ENSG00000074527	ENSG00000074527	Gene
GENE:ENSG00000074582	ENSG00000074582	Gene
GENE:ENSG00000074590	ENSG00000074590	Gene
GENE:ENSG00000074603	ENSG00000074603	Gene
GENE:ENSG00000074621	ENSG00000074621	Gene
GENE:ENSG00000074657	ENSG00000074657	Gene
GENE:ENSG00000074660	ENSG00000074660	Gene
GENE:ENSG00000074695	ENSG00000074695	Gene
GENE:ENSG00000074696	ENSG00000074696	Gene
GENE:ENSG00000074706	ENSG00000074706	Gene
GENE:ENSG00000074771	ENSG00000074771	Gene
GENE:ENSG00000074800	ENSG00000074800	Gene
GENE:ENSG00000074803	ENSG00000074803	Gene
GENE:ENSG00000074842	ENSG00000074842	Gene
GENE:ENSG00000074855	ENSG00000074855	Gene
GENE:ENSG00000074935	ENSG00000074935	Gene
GENE:ENSG00000074964	ENSG00000074964	Gene
GENE:ENSG00000074966	ENSG00000074966	Gene
GENE:ENSG00000075035	ENSG00000075035	Gene
GENE:ENSG00000075043	ENSG00000075043	Gene
GENE:ENSG00000075073	ENSG00000075073	Gene
GENE:ENSG00000075089	ENSG00000075089	Gene
GENE:ENSG00000075131	ENSG00000075131	Gene
GENE:ENSG00000075142	ENSG00000075142	Gene
GENE:ENSG00000075151	ENSG00000075151	Gene
GENE:ENSG00000075188	ENSG00000075188	Gene
GENE:ENSG00000075213	ENSG00000075213	Gene
GENE:ENSG00000075218	ENSG00000075218	Gene
GENE:ENSG00000075223	ENSG00000075223	Gene
GENE:ENSG00000075239	ENSG00000075239	Gene
GENE:ENSG00000075275	ENSG00000075275	Gene
GENE:ENSG00000075290	ENSG00000075290	Gene
GENE:ENSG00000075292	ENSG00000075292	Gene
GENE:ENSG00000075336	ENSG00000075336	Gene
GENE:ENSG00000075340	ENSG00000075340	Gene
GENE:ENSG00000075388	ENSG00000075388	Gene
GENE:ENSG00000075391	ENSG00000075391	Gene
GENE:ENSG00000075399	ENSG00000075399	Gene
GENE:ENSG00000075407	ENSG00000075407	Gene
GENE:ENSG00000075413	ENSG00000075413	Gene
GENE:ENSG00000075415	ENSG00000075415	Gene
GENE:ENSG00000075426	ENSG00000075426	Gene
GENE:ENSG00000075429	ENSG00000075429	Gene
GENE:ENSG00000075461	ENSG00000075461	Gene
GENE:ENSG00000075539	ENSG00000075539	Gene
GENE:ENSG00000075618	ENSG00000075618	Gene
GENE:ENSG00000075624	ENSG00000075624	Gene
GENE:ENSG00000075643	ENSG00000075643	Gene
GENE:ENSG00000075651	ENSG00000075651	Gene
GENE:ENSG00000075673	ENSG00000075673	Gene
GENE:ENSG00000075702	ENSG00000075702	Gene
GENE:ENSG00000075711	ENSG00000075711	Gene
GENE:ENSG00000075785	ENSG00000075785	Gene
GENE:ENSG00000075826	ENSG00000075826	Gene
GENE:ENSG00000075856	ENSG00000075856	Gene
GENE:ENSG00000075884	ENSG00000075884	Gene
GENE:ENSG00000075886	ENSG00000075886	Gene
GENE:ENSG00000075891	ENSG00000075891	Gene
GENE:ENSG00000075914	ENSG00000075914	Gene
GENE:ENSG00000075945	ENSG00000075945	Gene
GENE:ENSG00000075975	ENSG00000075975	Gene
GENE:ENSG00000076003	ENSG00000076003	Gene
GENE:ENSG00000076043	ENSG00000076043	Gene
GENE:ENSG00000076053	ENSG00000076053	Gene
GENE:ENSG00000076067	ENSG00000076067	Gene
GENE:ENSG00000076108	ENSG00000076108	Gene
GENE:ENSG00000076201	ENSG00000076201	Gene
GENE:ENSG00000076242	ENSG00000076242	Gene
GENE:ENSG00000076248	ENSG00000076248	Gene
GENE:ENSG00000076258	ENSG00000076258	Gene
GENE:ENSG00000076321	ENSG00000076321	Gene
GENE:ENSG00000076344	ENSG00000076344	Gene
GENE:ENSG00000076351	ENSG00000076351	Gene
GENE:ENSG00000076356	ENSG00000076356	Gene
GENE:ENSG00000076382	ENSG00000076382	Gene
GENE:ENSG00000076554	ENSG00000076554	Gene
GENE:ENSG00000076555	ENSG00000076555	Gene
GENE:ENSG00000076604	ENSG00000076604	Gene
GENE:ENSG00000076641	ENSG00000076641	Gene
GENE:ENSG00000076650	ENSG00000076650	Gene
GENE:ENSG00000076662	ENSG00000076662	Gene
GENE:ENSG00000076685	ENSG00000076685	Gene
GENE:ENSG00000076706	ENSG00000076706	Gene
GENE:ENSG00000076716	ENSG00000076716	Gene
GENE:ENSG00000076770	ENSG00000076770	Gene
GENE:ENSG00000076826	ENSG00000076826	Gene
GENE:ENSG00000076864	ENSG00000076864	Gene
GENE:ENSG00000076924	ENSG00000076924	Gene
GENE:ENSG00000076928	ENSG00000076928	Gene
GENE:ENSG00000076944	ENSG00000076944	Gene
GENE:ENSG00000076984	ENSG00000076984	Gene
GENE:ENSG00000077009	ENSG00000077009	Gene
GENE:ENSG00000077044	ENSG00000077044	Gene
GENE:ENSG00000077063	ENSG00000077063	Gene
GENE:ENSG00000077080	ENSG00000077080	Gene
GENE:ENSG00000077092	ENSG00000077092	Gene
GENE:ENSG00000077097	ENSG00000077097	Gene
GENE:ENSG00000077150	ENSG00000077150	Gene
GENE:ENSG00000077152	ENSG00000077152	Gene
GENE:ENSG00000077157	ENSG00000077157	Gene
GENE:ENSG00000077232	ENSG00000077232	Gene
GENE:ENSG00000077235	ENSG00000077235	Gene
GENE:ENSG00000077238	ENSG00000077238	Gene
GENE:ENSG00000077254	ENSG00000077254	Gene
GENE:ENSG00000077264	ENSG00000077264	Gene
GENE:ENSG00000077274	ENSG00000077274	Gene
GENE:ENSG00000077279	ENSG00000077279	Gene
GENE:ENSG00000077312	ENSG00000077312	Gene
GENE:ENSG00000077327	ENSG00000077327	Gene
GENE:ENSG00000077348	ENSG00000077348	Gene
GENE:ENSG00000077380	ENSG00000077380	Gene
GENE:ENSG00000077420	ENSG00000077420	Gene
GENE:ENSG00000077454	ENSG00000077454	Gene
GENE:ENSG00000077463	ENSG00000077463	Gene
GENE:ENSG00000077498	ENSG00000077498	Gene
GENE:ENSG00000077514	ENSG00000077514	Gene
GENE:ENSG00000077522	ENSG00000077522	Gene
GENE:ENSG00000077549	ENSG00000077549	Gene
GENE:ENSG00000077616	ENSG00000077616	Gene
GENE:ENSG00000077684	ENSG00000077684	Gene
GENE:ENSG00000077713	ENSG00000077713	Gene
GENE:ENSG00000077721	ENSG00000077721	Gene
GENE:ENSG00000077782	ENSG00000077782	Gene
GENE:ENSG00000077800	ENSG00000077800	Gene
GENE:ENSG00000077935	ENSG00000077935	Gene
GENE:ENSG00000077942	ENSG00000077942	Gene
GENE:ENSG00000077943	ENSG00000077943	Gene
GENE:ENSG00000077984	ENSG00000077984	Gene
GENE:ENSG00000078018	ENSG00000078018	Gene
GENE:ENSG00000078043	ENSG00000078043	Gene
GENE:ENSG00000078053	ENSG00000078053	Gene
GENE:ENSG00000078061	ENSG00000078061	Gene
GENE:ENSG00000078070	ENSG00000078070	Gene
GENE:ENSG00000078081	ENSG00000078081	Gene
GENE:ENSG00000078098	ENSG00000078098	Gene
GENE:ENSG00000078114	ENSG00000078114	Gene
GENE:ENSG00000078124	ENSG00000078124	Gene
GENE:ENSG00000078140	ENSG00000078140	Gene
GENE:ENSG00000078142	ENSG00000078142	Gene
GENE:ENSG00000078177	ENSG00000078177	Gene
GENE:ENSG00000078237	ENSG00000078237	Gene
GENE:ENSG00000078246	ENSG00000078246	Gene
GENE:ENSG00000078269	ENSG00000078269	Gene
GENE:ENSG00000078295	ENSG00000078295	Gene
GENE:ENSG00000078304	ENSG00000078304	Gene
GENE:ENSG00000078328	ENSG00000078328	Gene
GENE:ENSG00000078369	ENSG00000078369	Gene
GENE:ENSG00000078399	ENSG00000078399	Gene
GENE:ENSG00000078401	ENSG00000078401	Gene
GENE:ENSG00000078403	ENSG00000078403	Gene
GENE:ENSG00000078487	ENSG00000078487	Gene
GENE:ENSG00000078549	ENSG00000078549	Gene
GENE:ENSG00000078579	ENSG00000078579	Gene
GENE:ENSG00000078589	ENSG00000078589	Gene
GENE:ENSG00000078618	ENSG00000078618	Gene
GENE:ENSG00000078668	ENSG00000078668	Gene
GENE:ENSG00000078674	ENSG00000078674	Gene
GENE:ENSG00000078687	ENSG00000078687	Gene
GENE:ENSG00000078699	ENSG00000078699	Gene
GENE:ENSG00000078725	ENSG00000078725	Gene
GENE:ENSG00000078747	ENSG00000078747	Gene
GENE:ENSG00000078795	ENSG00000078795	Gene
GENE:ENSG00000078804	ENSG00000078804	Gene
GENE:ENSG00000078814	ENSG00000078814	Gene
GENE:ENSG00000078898	ENSG00000078898	Gene
GENE:ENSG00000078900	ENSG00000078900	Gene
GENE:ENSG00000078902	ENSG00000078902	Gene
GENE:ENSG00000078967	ENSG00000078967	Gene
GENE:ENSG00000079101	ENSG00000079101	Gene
GENE:ENSG00000079102	ENSG00000079102	Gene
GENE:ENSG00000079112	ENSG00000079112	Gene
GENE:ENSG00000079134	ENSG00000079134	Gene
GENE:ENSG00000079156	ENSG00000079156	Gene
GENE:ENSG00000079215	ENSG00000079215	Gene
GENE:ENSG00000079246	ENSG00000079246	Gene
GENE:ENSG00000079257	ENSG00000079257	Gene
GENE:ENSG00000079263	ENSG00000079263	Gene
GENE:ENSG00000079277	ENSG00000079277	Gene
GENE:ENSG00000079308	ENSG00000079308	Gene
GENE:ENSG00000079313	ENSG00000079313	Gene
GENE:ENSG00000079332	ENSG00000079332	Gene
GENE:ENSG00000079335	ENSG00000079335	Gene
GENE:ENSG00000079337	ENSG00000079337	Gene
GENE:ENSG00000079385	ENSG00000079385	Gene
GENE:ENSG00000079387	ENSG00000079387	Gene
GENE:ENSG00000079432	ENSG00000079432	Gene
GENE:ENSG00000079435	ENSG00000079435	Gene
GENE:ENSG00000079459	ENSG00000079459	Gene
GENE:ENSG00000079462	ENSG00000079462	Gene
GENE:ENSG00000079482	ENSG00000079482	Gene
GENE:ENSG00000079557	ENSG00000079557	Gene
GENE:ENSG00000079616	ENSG00000079616	Gene
GENE:ENSG00000079689	ENSG00000079689	Gene
GENE:ENSG00000079691	ENSG00000079691	Gene
GENE:ENSG00000079739	ENSG00000079739	Gene
GENE:ENSG00000079785	ENSG00000079785	Gene
GENE:ENSG00000079805	ENSG00000079805	Gene
GENE:ENSG00000079819	ENSG00000079819	Gene
GENE:ENSG00000079841	ENSG00000079841	Gene
GENE:ENSG00000079931	ENSG00000079931	Gene
GENE:ENSG00000079950	ENSG00000079950	Gene
GENE:ENSG00000079974	ENSG00000079974	Gene
GENE:ENSG00000079999	ENSG00000079999	Gene
GENE:ENSG00000080007	ENSG00000080007	Gene
GENE:ENSG00000080031	ENSG00000080031	Gene
GENE:ENSG00000080166	ENSG00000080166	Gene
GENE:ENSG00000080189	ENSG00000080189	Gene
GENE:ENSG00000080224	ENSG00000080224	Gene
GENE:ENSG00000080293	ENSG00000080293	Gene
GENE:ENSG00000080298	ENSG00000080298	Gene
GENE:ENSG00000080345	ENSG00000080345	Gene
GENE:ENSG00000080371	ENSG00000080371	Gene
GENE:ENSG00000080493	ENSG00000080493	Gene
GENE:ENSG00000080503	ENSG00000080503	Gene
GENE:ENSG00000080511	ENSG00000080511	Gene
GENE:ENSG00000080546	ENSG00000080546	Gene
GENE:ENSG00000080561	ENSG00000080561	Gene
GENE:ENSG00000080572	ENSG00000080572	Gene
GENE:ENSG00000080573	ENSG00000080573	Gene
GENE:ENSG00000080603	ENSG00000080603	Gene
GENE:ENSG00000080608	ENSG00000080608	Gene
GENE:ENSG00000080618	ENSG00000080618	Gene
GENE:ENSG00000080644	ENSG00000080644	Gene
GENE:ENSG00000080709	ENSG00000080709	Gene
GENE:ENSG00000080802	ENSG00000080802	Gene
GENE:ENSG00000080815	ENSG00000080815	Gene
GENE:ENSG00000080819	ENSG00000080819	Gene
GENE:ENSG00000080822	ENSG00000080822	Gene
GENE:ENSG00000080823	ENSG00000080823	Gene
GENE:ENSG00000080824	ENSG00000080824	Gene
GENE:ENSG00000080839	ENSG00000080839	Gene
GENE:ENSG00000080845	ENSG00000080845	Gene
GENE:ENSG00000080854	ENSG00000080854	Gene
