id	name	category
GENE:ENSG00000014216	ENSG00000014216	Gene
GENE:ENSG00000014257	ENSG00000014257	Gene
GENE:ENSG00000014641	ENSG00000014641	Gene
GENE:ENSG00000014824	ENSG00000014824	Gene
GENE:ENSG00000014919	ENSG00000014919	Gene
GENE:ENSG00000015133	ENSG00000015133	Gene
GENE:ENSG00000015153	ENSG00000015153	Gene
GENE:ENSG00000015171	ENSG00000015171	Gene
GENE:ENSG00000015285	ENSG00000015285	Gene
GENE:ENSG00000015413	ENSG00000015413	Gene
GENE:ENSG00000015475	ENSG00000015475	Gene
GENE:ENSG00000015479	ENSG00000015479	Gene
GENE:ENSG00000015520	ENSG00000015520	Gene
GENE:ENSG00000015532	ENSG00000015532	Gene
GENE:ENSG00000015592	ENSG00000015592	Gene
GENE:ENSG00000015676	ENSG00000015676	Gene
GENE:ENSG00000016082	ENSG00000016082	Gene
GENE:ENSG00000016391	ENSG00000016391	Gene
GENE:ENSG00000016402	ENSG00000016402	Gene
GENE:ENSG00000016490	ENSG00000016490	Gene
GENE:ENSG00000016602	ENSG00000016602	Gene
GENE:ENSG00000017260	ENSG00000017260	Gene
GENE:ENSG00000017427	ENSG00000017427	Gene
GENE:ENSG00000017483	ENSG00000017483	Gene
GENE:ENSG00000017797	ENSG00000017797	Gene
GENE:ENSG00000018189	ENSG00000018189	Gene
GENE:ENSG00000018236	ENSG00000018236	Gene
GENE:ENSG00000018280	ENSG00000018280	Gene
GENE:ENSG00000018408	ENSG00000018408	Gene
GENE:ENSG00000018510	ENSG00000018510	Gene
GENE:ENSG00000018610	ENSG00000018610	Gene
GENE:ENSG00000018625	ENSG00000018625	Gene
GENE:ENSG00000018699	ENSG00000018699	Gene
GENE:ENSG00000018869	ENSG00000018869	Gene
GENE:ENSG00000019102	ENSG00000019102	Gene
GENE:ENSG00000019144	ENSG00000019144	Gene
GENE:ENSG00000019169	ENSG00000019169	Gene
GENE:ENSG00000019186	ENSG00000019186	Gene
GENE:ENSG00000019505	ENSG00000019505	Gene
GENE:ENSG00000019549	ENSG00000019549	Gene
GENE:ENSG00000019582	ENSG00000019582	Gene
GENE:ENSG00000019991	ENSG00000019991	Gene
GENE:ENSG00000019995	ENSG00000019995	Gene
GENE:ENSG00000020129	ENSG00000020129	Gene
GENE:ENSG00000020181	ENSG00000020181	Gene
GENE:ENSG00000020426	ENSG00000020426	Gene
GENE:ENSG00000020577	ENSG00000020577	Gene
GENE:ENSG00000020633	ENSG00000020633	Gene
GENE:ENSG00000020922	ENSG00000020922	Gene
GENE:ENSG00000021355	ENSG00000021355	Gene
GENE:ENSG00000021461	ENSG00000021461	Gene
GENE:ENSG00000021488	ENSG00000021488	Gene
GENE:ENSG00000021574	ENSG00000021574	Gene
GENE:ENSG00000021645	ENSG00000021645	Gene
GENE:ENSG00000021762	ENSG00000021762	Gene
GENE:ENSG00000021776	ENSG00000021776	Gene
GENE:ENSG00000021826	ENSG00000021826	Gene
GENE:ENSG00000021852	ENSG00000021852	Gene
GENE:ENSG00000022267	ENSG00000022267	Gene
GENE:ENSG00000022277	ENSG00000022277	Gene
GENE:ENSG00000022355	ENSG00000022355	Gene
GENE:ENSG00000022976	ENSG00000022976	Gene
GENE:ENSG00000023041	ENSG00000023041	Gene
GENE:ENSG00000023171	ENSG00000023171	Gene
GENE:ENSG00000023228	ENSG00000023228	Gene
GENE:ENSG00000023287	ENSG00000023287	Gene
GENE:ENSG00000023318	ENSG00000023318	Gene
GENE:ENSG00000023330	ENSG00000023330	Gene
GENE:ENSG00000023445	ENSG00000023445	Gene
GENE:ENSG00000023516	ENSG00000023516	Gene
GENE:ENSG00000023572	ENSG00000023572	Gene
GENE:ENSG00000023608	ENSG00000023608	Gene
GENE:ENSG00000023697	ENSG00000023697	Gene
GENE:ENSG00000023734	ENSG00000023734	Gene
GENE:ENSG00000023839	ENSG00000023839	Gene
GENE:ENSG00000023892	ENSG00000023892	Gene
GENE:ENSG00000023902	ENSG00000023902	Gene
GENE:ENSG00000023909	ENSG00000023909	Gene
GENE:ENSG00000024048	ENSG00000024048	Gene
GENE:ENSG00000024422	ENSG00000024422	Gene
GENE:ENSG00000024526	ENSG00000024526	Gene
GENE:ENSG00000025039	ENSG00000025039	Gene
GENE:ENSG00000025156	ENSG00000025156	Gene
GENE:ENSG00000025293	ENSG00000025293	Gene
GENE:ENSG00000025423	ENSG00000025423	Gene
GENE:ENSG00000025434	ENSG00000025434	Gene
GENE:ENSG00000025708	ENSG00000025708	Gene
GENE:ENSG00000025770	ENSG00000025770	Gene
GENE:ENSG00000025772	ENSG00000025772	Gene
GENE:ENSG00000025796	ENSG00000025796	Gene
GENE:ENSG00000025800	ENSG00000025800	Gene
GENE:ENSG00000026025	ENSG00000026025	Gene
GENE:ENSG00000026103	ENSG00000026103	Gene
GENE:ENSG00000026297	ENSG00000026297	Gene
GENE:ENSG00000026508	ENSG00000026508	Gene
GENE:ENSG00000026559	ENSG00000026559	Gene
GENE:ENSG00000026652	ENSG00000026652	Gene
GENE:ENSG00000026751	ENSG00000026751	Gene
GENE:ENSG00000026950	ENSG00000026950	Gene
GENE:ENSG00000027001	ENSG00000027001	Gene
GENE:ENSG00000027075	ENSG00000027075	Gene
GENE:ENSG00000027644	ENSG00000027644	Gene
GENE:ENSG00000027697	ENSG00000027697	Gene
GENE:ENSG00000027847	ENSG00000027847	Gene
GENE:ENSG00000027869	ENSG00000027869	Gene
GENE:ENSG00000028116	ENSG00000028116	Gene
GENE:ENSG00000028137	ENSG00000028137	Gene
GENE:ENSG00000028203	ENSG00000028203	Gene
GENE:ENSG00000028277	ENSG00000028277	Gene
GENE:ENSG00000028310	ENSG00000028310	Gene
GENE:ENSG00000028528	ENSG00000028528	Gene
GENE:ENSG00000028839	ENSG00000028839	Gene
GENE:ENSG00000029153	ENSG00000029153	Gene
GENE:ENSG00000029363	ENSG00000029363	Gene
GENE:ENSG00000029364	ENSG00000029364	Gene
GENE:ENSG00000029534	ENSG00000029534	Gene
GENE:ENSG00000029559	ENSG00000029559	Gene
GENE:ENSG00000029639	ENSG00000029639	Gene
GENE:ENSG00000029725	ENSG00000029725	Gene
GENE:ENSG00000030066	ENSG00000030066	Gene
GENE:ENSG00000030110	ENSG00000030110	Gene
GENE:ENSG00000030304	ENSG00000030304	Gene
GENE:ENSG00000030419	ENSG00000030419	Gene
GENE:ENSG00000030582	ENSG00000030582	Gene
GENE:ENSG00000031003	ENSG00000031003	Gene
GENE:ENSG00000031081	ENSG00000031081	Gene
GENE:ENSG00000031691	ENSG00000031691	Gene
GENE:ENSG00000031698	ENSG00000031698	Gene
GENE:ENSG00000031823	ENSG00000031823	Gene
GENE:ENSG00000032219	ENSG00000032219	Gene
GENE:ENSG00000032389	ENSG00000032389	Gene
GENE:ENSG00000032444	ENSG00000032444	Gene
GENE:ENSG00000032742	ENSG00000032742	Gene
GENE:ENSG00000033011	ENSG00000033011	Gene
GENE:ENSG00000033030	ENSG00000033030	Gene
GENE:ENSG00000033050	ENSG00000033050	Gene
GENE:ENSG00000033100	ENSG00000033100	Gene
GENE:ENSG00000033122	ENSG00000033122	Gene
GENE:ENSG00000033170	ENSG00000033170	Gene
GENE:ENSG00000033178	ENSG00000033178	Gene
GENE:ENSG00000033327	ENSG00000033327	Gene
GENE:ENSG00000033627	ENSG00000033627	Gene
GENE:ENSG00000033800	ENSG00000033800	Gene
GENE:ENSG00000033867	ENSG00000033867	Gene
GENE:ENSG00000034053	ENSG00000034053	Gene
GENE:ENSG00000034152	ENSG00000034152	Gene
GENE:ENSG00000034239	ENSG00000034239	Gene
GENE:ENSG00000034510	ENSG00000034510	Gene
GENE:ENSG00000034533	ENSG00000034533	Gene
GENE:ENSG00000034677	ENSG00000034677	Gene
GENE:ENSG00000034693	ENSG00000034693	Gene
GENE:ENSG00000034713	ENSG00000034713	Gene
GENE:ENSG00000034971	ENSG00000034971	Gene
GENE:ENSG00000035115	ENSG00000035115	Gene
GENE:ENSG00000035141	ENSG00000035141	Gene
GENE:ENSG00000035403	ENSG00000035403	Gene
GENE:ENSG00000035499	ENSG00000035499	Gene
GENE:ENSG00000035664	ENSG00000035664	Gene
GENE:ENSG00000035681	ENSG00000035681	Gene
GENE:ENSG00000035687	ENSG00000035687	Gene
GENE:ENSG00000035720	ENSG00000035720	Gene
GENE:ENSG00000035862	ENSG00000035862	Gene
GENE:ENSG00000035928	ENSG00000035928	Gene
GENE:ENSG00000036054	ENSG00000036054	Gene
GENE:ENSG00000036257	ENSG00000036257	Gene
GENE:ENSG00000036473	ENSG00000036473	Gene
GENE:ENSG00000036530	ENSG00000036530	Gene
GENE:ENSG00000036549	ENSG00000036549	Gene
GENE:ENSG00000036565	ENSG00000036565	Gene
GENE:ENSG00000036672	ENSG00000036672	Gene
GENE:ENSG00000036828	ENSG00000036828	Gene
GENE:ENSG00000037042	ENSG00000037042	Gene
GENE:ENSG00000037241	ENSG00000037241	Gene
GENE:ENSG00000037280	ENSG00000037280	Gene
GENE:ENSG00000037474	ENSG00000037474	Gene
GENE:ENSG00000037749	ENSG00000037749	Gene
GENE:ENSG00000037757	ENSG00000037757	Gene
GENE:ENSG00000037897	ENSG00000037897	Gene
GENE:ENSG00000037965	ENSG00000037965	Gene
GENE:ENSG00000038002	ENSG00000038002	Gene
GENE:ENSG00000038210	ENSG00000038210	Gene
GENE:ENSG00000038219	ENSG00000038219	Gene
GENE:ENSG00000038274	ENSG00000038274	Gene
GENE:ENSG00000038295	ENSG00000038295	Gene
GENE:ENSG00000038358	ENSG00000038358	Gene
GENE:ENSG00000038382	ENSG00000038382	Gene
GENE:ENSG00000038427	ENSG00000038427	Gene
GENE:ENSG00000038532	ENSG00000038532	Gene
GENE:ENSG00000038945	ENSG00000038945	Gene
GENE:ENSG00000039068	ENSG00000039068	Gene
GENE:ENSG00000039123	ENSG00000039123	Gene
GENE:ENSG00000039139	ENSG00000039139	Gene
GENE:ENSG00000039319	ENSG00000039319	Gene
GENE:ENSG00000039523	ENSG00000039523	Gene
GENE:ENSG00000039537	ENSG00000039537	Gene
GENE:ENSG00000039650	ENSG00000039650	Gene
GENE:ENSG00000039987	ENSG00000039987	Gene
GENE:ENSG00000040199	ENSG00000040199	Gene
GENE:ENSG00000040275	ENSG00000040275	Gene
GENE:ENSG00000040341	ENSG00000040341	Gene
GENE:ENSG00000040487	ENSG00000040487	Gene
GENE:ENSG00000040531	ENSG00000040531	Gene
GENE:ENSG00000040608	ENSG00000040608	Gene
GENE:ENSG00000040633	ENSG00000040633	Gene
GENE:ENSG00000040731	ENSG00000040731	Gene
GENE:ENSG00000040933	ENSG00000040933	Gene
GENE:ENSG00000041353	ENSG00000041353	Gene
GENE:ENSG00000041357	ENSG00000041357	Gene
GENE:ENSG00000041802	ENSG00000041802	Gene
GENE:ENSG00000041880	ENSG00000041880	Gene
GENE:ENSG00000041982	ENSG00000041982	Gene
GENE:ENSG00000041988	ENSG00000041988	Gene
GENE:ENSG00000042062	ENSG00000042062	Gene
GENE:ENSG00000042088	ENSG00000042088	Gene
GENE:ENSG00000042286	ENSG00000042286	Gene
GENE:ENSG00000042317	ENSG00000042317	Gene
GENE:ENSG00000042429	ENSG00000042429	Gene
GENE:ENSG00000042445	ENSG00000042445	Gene
GENE:ENSG00000042493	ENSG00000042493	Gene
GENE:ENSG00000042753	ENSG00000042753	Gene
GENE:ENSG00000042781	ENSG00000042781	Gene
GENE:ENSG00000042813	ENSG00000042813	Gene
GENE:ENSG00000042832	ENSG00000042832	Gene
GENE:ENSG00000042980	ENSG00000042980	Gene
GENE:ENSG00000043093	ENSG00000043093	Gene
GENE:ENSG00000043143	ENSG00000043143	Gene
GENE:ENSG00000043355	ENSG00000043355	Gene
GENE:ENSG00000043462	ENSG00000043462	Gene
GENE:ENSG00000043514	ENSG00000043514	Gene
GENE:ENSG00000043591	ENSG00000043591	Gene
GENE:ENSG00000044012	ENSG00000044012	Gene
GENE:ENSG00000044090	ENSG00000044090	Gene
GENE:ENSG00000044115	ENSG00000044115	Gene
GENE:ENSG00000044446	ENSG00000044446	Gene
GENE:ENSG00000044459	ENSG00000044459	Gene
GENE:ENSG00000044524	ENSG00000044524	Gene
GENE:ENSG00000044574	ENSG00000044574	Gene
GENE:ENSG00000046604	ENSG00000046604	Gene
GENE:ENSG00000046647	ENSG00000046647	Gene
GENE:ENSG00000046651	ENSG00000046651	Gene
GENE:ENSG00000046774	ENSG00000046774	Gene
GENE:ENSG00000046889	ENSG00000046889	Gene
GENE:ENSG00000047056	ENSG00000047056	Gene
GENE:ENSG00000047188	ENSG00000047188	Gene
GENE:ENSG00000047230	ENSG00000047230	Gene
GENE:ENSG00000047249	ENSG00000047249	Gene
GENE:ENSG00000047315	ENSG00000047315	Gene
GENE:ENSG00000047365	ENSG00000047365	Gene
GENE:ENSG00000047410	ENSG00000047410	Gene
GENE:ENSG00000047457	ENSG00000047457	Gene
GENE:ENSG00000047578	ENSG00000047578	Gene
GENE:ENSG00000047579	ENSG00000047579	Gene
GENE:ENSG00000047597	ENSG00000047597	Gene
GENE:ENSG00000047617	ENSG00000047617	Gene
GENE:ENSG00000047621	ENSG00000047621	Gene
GENE:ENSG00000047644	ENSG00000047644	Gene
GENE:ENSG00000047648	ENSG00000047648	Gene
GENE:ENSG00000047662	ENSG00000047662	Gene
GENE:ENSG00000047849	ENSG00000047849	Gene
GENE:ENSG00000047932	ENSG00000047932	Gene
GENE:ENSG00000047936	ENSG00000047936	Gene
GENE:ENSG00000048028	ENSG00000048028	Gene
GENE:ENSG00000048052	ENSG00000048052	Gene
GENE:ENSG00000048140	ENSG00000048140	Gene
GENE:ENSG00000048162	ENSG00000048162	Gene
GENE:ENSG00000048342	ENSG00000048342	Gene
GENE:ENSG00000048392	ENSG00000048392	Gene
GENE:ENSG00000048462	ENSG00000048462	Gene
GENE:ENSG00000048540	ENSG00000048540	Gene
GENE:ENSG00000048544	ENSG00000048544	Gene
GENE:ENSG00000048545	ENSG00000048545	Gene
GENE:ENSG00000048649	ENSG00000048649	Gene
GENE:ENSG00000048707	ENSG00000048707	Gene
GENE:ENSG00000048740	ENSG00000048740	Gene
GENE:ENSG00000048828	ENSG00000048828	Gene
GENE:ENSG00000049089	ENSG00000049089	Gene
GENE:ENSG00000049130	ENSG00000049130	Gene
GENE:ENSG00000049167	ENSG00000049167	Gene
GENE:ENSG00000049192	ENSG00000049192	Gene
GENE:ENSG00000049239	ENSG00000049239	Gene
GENE:ENSG00000049245	ENSG00000049245	Gene
GENE:ENSG00000049246	ENSG00000049246	Gene
GENE:ENSG00000049247	ENSG00000049247	Gene
GENE:ENSG00000049249	ENSG00000049249	Gene
GENE:ENSG00000049283	ENSG00000049283	Gene
GENE:ENSG00000049323	ENSG00000049323	Gene
GENE:ENSG00000049449	ENSG00000049449	Gene
GENE:ENSG00000049540	ENSG00000049540	Gene
GENE:ENSG00000049541	ENSG00000049541	Gene
GENE:ENSG00000049618	ENSG00000049618	Gene
GENE:ENSG00000049759	ENSG00000049759	Gene
GENE:ENSG00000049768	ENSG00000049768	Gene
GENE:ENSG00000049769	ENSG00000049769	Gene
GENE:ENSG00000049860	ENSG00000049860	Gene
GENE:ENSG00000049883	ENSG00000049883	Gene
GENE:ENSG00000050030	ENSG00000050030	Gene
GENE:ENSG00000050130	ENSG00000050130	Gene
GENE:ENSG00000050165	ENSG00000050165	Gene
GENE:ENSG00000050327	ENSG00000050327	Gene
GENE:ENSG00000050344	ENSG00000050344	Gene
GENE:ENSG00000050393	ENSG00000050393	Gene
GENE:ENSG00000050405	ENSG00000050405	Gene
GENE:ENSG00000050426	ENSG00000050426	Gene
GENE:ENSG00000050438	ENSG00000050438	Gene
GENE:ENSG00000050555	ENSG00000050555	Gene
GENE:ENSG00000050628	ENSG00000050628	Gene
GENE:ENSG00000050730	ENSG00000050730	Gene
GENE:ENSG00000050748	ENSG00000050748	Gene
GENE:ENSG00000050767	ENSG00000050767	Gene
GENE:ENSG00000050820	ENSG00000050820	Gene
GENE:ENSG00000051009	ENSG00000051009	Gene
GENE:ENSG00000051108	ENSG00000051108	Gene
GENE:ENSG00000051128	ENSG00000051128	Gene
GENE:ENSG00000051180	ENSG00000051180	Gene
GENE:ENSG00000051341	ENSG00000051341	Gene
GENE:ENSG00000051382	ENSG00000051382	Gene
GENE:ENSG00000051523	ENSG00000051523	Gene
GENE:ENSG00000051596	ENSG00000051596	Gene
GENE:ENSG00000051620	ENSG00000051620	Gene
GENE:ENSG00000051825	ENSG00000051825	Gene
GENE:ENSG00000052126	ENSG00000052126	Gene
GENE:ENSG00000052344	ENSG00000052344	Gene
GENE:ENSG00000052723	ENSG00000052723	Gene
GENE:ENSG00000052749	ENSG00000052749	Gene
GENE:ENSG00000052795	ENSG00000052795	Gene
GENE:ENSG00000052802	ENSG00000052802	Gene
GENE:ENSG00000052850	ENSG00000052850	Gene
GENE:ENSG00000053254	ENSG00000053254	Gene
GENE:ENSG00000053371	ENSG00000053371	Gene
GENE:ENSG00000053372	ENSG00000053372	Gene
GENE:ENSG00000053438	ENSG00000053438	Gene
GENE:ENSG00000053501	ENSG00000053501	Gene
GENE:ENSG00000053747	ENSG00000053747	Gene
GENE:ENSG00000053770	ENSG00000053770	Gene
GENE:ENSG00000053900	ENSG00000053900	Gene
GENE:ENSG00000053918	ENSG00000053918	Gene
GENE:ENSG00000054116	ENSG00000054116	Gene
GENE:ENSG00000054118	ENSG00000054118	Gene
GENE:ENSG00000054148	ENSG00000054148	Gene
GENE:ENSG00000054179	ENSG00000054179	Gene
GENE:ENSG00000054219	ENSG00000054219	Gene
GENE:ENSG00000054267	ENSG00000054267	Gene
GENE:ENSG00000054277	ENSG00000054277	Gene
GENE:ENSG00000054282	ENSG00000054282	Gene
GENE:ENSG00000054356	ENSG00000054356	Gene
GENE:ENSG00000054392	ENSG00000054392	Gene
GENE:ENSG00000054523	ENSG00000054523	Gene
GENE:ENSG00000054598	ENSG00000054598	Gene
GENE:ENSG00000054611	ENSG00000054611	Gene
GENE:ENSG00000054654	ENSG00000054654	Gene
GENE:ENSG00000054793	ENSG00000054793	Gene
GENE:ENSG00000054796	ENSG00000054796	Gene
GENE:ENSG00000054938	ENSG00000054938	Gene
GENE:ENSG00000054965	ENSG00000054965	Gene
GENE:ENSG00000054967	ENSG00000054967	Gene
GENE:ENSG00000054983	ENSG00000054983	Gene
GENE:ENSG00000055044	ENSG00000055044	Gene
GENE:ENSG00000055118	ENSG00000055118	Gene
GENE:ENSG00000055130	ENSG00000055130	Gene
GENE:ENSG00000055147	ENSG00000055147	Gene
GENE:ENSG00000055163	ENSG00000055163	Gene
GENE:ENSG00000055208	ENSG00000055208	Gene
GENE:ENSG00000055332	ENSG00000055332	Gene
GENE:ENSG00000055483	ENSG00000055483	Gene
GENE:ENSG00000055609	ENSG00000055609	Gene
GENE:ENSG00000055732	ENSG00000055732	Gene
GENE:ENSG00000055917	ENSG00000055917	Gene
GENE:ENSG00000055950	ENSG00000055950	Gene
GENE:ENSG00000055955	ENSG00000055955	Gene
GENE:ENSG00000055957	ENSG00000055957	Gene
GENE:ENSG00000056050	ENSG00000056050	Gene
GENE:ENSG00000056097	ENSG00000056097	Gene
GENE:ENSG00000056291	ENSG00000056291	Gene
GENE:ENSG00000056487	ENSG00000056487	Gene
GENE:ENSG00000056558	ENSG00000056558	Gene
GENE:ENSG00000056586	ENSG00000056586	Gene
GENE:ENSG00000056736	ENSG00000056736	Gene
GENE:ENSG00000056972	ENSG00000056972	Gene
GENE:ENSG00000056998	ENSG00000056998	Gene
GENE:ENSG00000057019	ENSG00000057019	Gene
GENE:ENSG00000057149	ENSG00000057149	Gene
GENE:ENSG00000057252	ENSG00000057252	Gene
GENE:ENSG00000057294	ENSG00000057294	Gene
GENE:ENSG00000057468	ENSG00000057468	Gene
GENE:ENSG00000057593	ENSG00000057593	Gene
GENE:ENSG00000057608	ENSG00000057608	Gene
GENE:ENSG00000057657	ENSG00000057657	Gene
GENE:ENSG00000057663	ENSG00000057663	Gene
GENE:ENSG00000057935	ENSG00000057935	Gene
GENE:ENSG00000058056	ENSG00000058056	Gene
GENE:ENSG00000058063	ENSG00000058063	Gene
GENE:ENSG00000058085	ENSG00000058085	Gene
GENE:ENSG00000058091	ENSG00000058091	Gene
GENE:ENSG00000058262	ENSG00000058262	Gene
GENE:ENSG00000058272	ENSG00000058272	Gene
GENE:ENSG00000058335	ENSG00000058335	Gene
GENE:ENSG00000058404	ENSG00000058404	Gene
GENE:ENSG00000058453	ENSG00000058453	Gene
GENE:ENSG00000058600	ENSG00000058600	Gene
GENE:ENSG00000058668	ENSG00000058668	Gene
GENE:ENSG00000058673	ENSG00000058673	Gene
GENE:ENSG00000058729	ENSG00000058729	Gene
GENE:ENSG00000058799	ENSG00000058799	Gene
GENE:ENSG00000058804	ENSG00000058804	Gene
GENE:ENSG00000058866	ENSG00000058866	Gene
GENE:ENSG00000059145	ENSG00000059145	Gene
GENE:ENSG00000059377	ENSG00000059377	Gene
GENE:ENSG00000059378	ENSG00000059378	Gene
GENE:ENSG00000059573	ENSG00000059573	Gene
GENE:ENSG00000059588	ENSG00000059588	Gene
GENE:ENSG00000059691	ENSG00000059691	Gene
GENE:ENSG00000059728	ENSG00000059728	Gene
GENE:ENSG00000059758	ENSG00000059758	Gene
GENE:ENSG00000059769	ENSG00000059769	Gene
GENE:ENSG00000059804	ENSG00000059804	Gene
GENE:ENSG00000059915	ENSG00000059915	Gene
GENE:ENSG00000060069	ENSG00000060069	Gene
GENE:ENSG00000060138	ENSG00000060138	Gene
GENE:ENSG00000060140	ENSG00000060140	Gene
GENE:ENSG00000060237	ENSG00000060237	Gene
GENE:ENSG00000060339	ENSG00000060339	Gene
GENE:ENSG00000060491	ENSG00000060491	Gene
GENE:ENSG00000060558	ENSG00000060558	Gene
GENE:ENSG00000060566	ENSG00000060566	Gene
GENE:ENSG00000060642	ENSG00000060642	Gene
GENE:ENSG00000060656	ENSG00000060656	Gene
GENE:ENSG00000060688	ENSG00000060688	Gene
GENE:ENSG00000060709	ENSG00000060709	Gene
GENE:ENSG00000060718	ENSG00000060718	Gene
GENE:ENSG00000060762	ENSG00000060762	Gene
GENE:ENSG00000060971	ENSG00000060971	Gene
GENE:ENSG00000060982	ENSG00000060982	Gene
GENE:ENSG00000061273	ENSG00000061273	Gene
GENE:ENSG00000061337	ENSG00000061337	Gene
GENE:ENSG00000061455	ENSG00000061455	Gene
GENE:ENSG00000061492	ENSG00000061492	Gene
GENE:ENSG00000061656	ENSG00000061656	Gene
GENE:ENSG00000061676	ENSG00000061676	Gene
GENE:ENSG00000061794	ENSG00000061794	Gene
GENE:ENSG00000061918	ENSG00000061918	Gene
GENE:ENSG00000061936	ENSG00000061936	Gene
GENE:ENSG00000061938	ENSG00000061938	Gene
GENE:ENSG00000061987	ENSG00000061987	Gene
GENE:ENSG00000062038	ENSG00000062038	Gene
GENE:ENSG00000062096	ENSG00000062096	Gene
GENE:ENSG00000062282	ENSG00000062282	Gene
GENE:ENSG00000062370	ENSG00000062370	Gene
GENE:ENSG00000062485	ENSG00000062485	Gene
GENE:ENSG00000062524	ENSG00000062524	Gene
GENE:ENSG00000062582	ENSG00000062582	Gene
GENE:ENSG00000062598	ENSG00000062598	Gene
GENE:ENSG00000062650	ENSG00000062650	Gene
GENE:ENSG00000062716	ENSG00000062716	Gene
GENE:ENSG00000062725	ENSG00000062725	Gene
GENE:ENSG00000062822	ENSG00000062822	Gene
GENE:ENSG00000063046	ENSG00000063046	Gene
GENE:ENSG00000063127	ENSG00000063127	Gene
GENE:ENSG00000063169	ENSG00000063169	Gene
GENE:ENSG00000063176	ENSG00000063176	Gene
GENE:ENSG00000063177	ENSG00000063177	Gene
GENE:ENSG00000063241	ENSG00000063241	Gene
GENE:ENSG00000063244	ENSG00000063244	Gene
GENE:ENSG00000063245	ENSG00000063245	Gene
GENE:ENSG00000063322	ENSG00000063322	Gene
GENE:ENSG00000063438	ENSG00000063438	Gene
GENE:ENSG00000063515	ENSG00000063515	Gene
GENE:ENSG00000063601	ENSG00000063601	Gene
GENE:ENSG00000063660	ENSG00000063660	Gene
GENE:ENSG00000063761	ENSG00000063761	Gene
GENE:ENSG00000063854	ENSG00000063854	Gene
GENE:ENSG00000063978	ENSG00000063978	Gene
GENE:ENSG00000064012	ENSG00000064012	Gene
GENE:ENSG00000064102	ENSG00000064102	Gene
GENE:ENSG00000064195	ENSG00000064195	Gene
GENE:ENSG00000064199	ENSG00000064199	Gene
GENE:ENSG00000064201	ENSG00000064201	Gene
GENE:ENSG00000064205	ENSG00000064205	Gene
GENE:ENSG00000064225	ENSG00000064225	Gene
GENE:ENSG00000064270	ENSG00000064270	Gene
GENE:ENSG00000064300	ENSG00000064300	Gene
GENE:ENSG00000064309	ENSG00000064309	Gene
GENE:ENSG00000064313	ENSG00000064313	Gene
GENE:ENSG00000064393	ENSG00000064393	Gene
GENE:ENSG00000064419	ENSG00000064419	Gene
GENE:ENSG00000064490	ENSG00000064490	Gene
GENE:ENSG00000064547	ENSG00000064547	Gene
GENE:ENSG00000064601	ENSG00000064601	Gene
GENE:ENSG00000064607	ENSG00000064607	Gene
GENE:ENSG00000064651	ENSG00000064651	Gene
GENE:ENSG00000064652	ENSG00000064652	Gene
GENE:ENSG00000064655	ENSG00000064655	Gene
GENE:ENSG00000064666	ENSG00000064666	Gene
GENE:ENSG00000064687	ENSG00000064687	Gene
GENE:ENSG00000064692	ENSG00000064692	Gene
GENE:ENSG00000064703	ENSG00000064703	Gene
GENE:ENSG00000064726	ENSG00000064726	Gene
GENE:ENSG00000064763	ENSG00000064763	Gene
GENE:ENSG00000064787	ENSG00000064787	Gene
GENE:ENSG00000064835	ENSG00000064835	Gene
GENE:ENSG00000064886	ENSG00000064886	Gene
GENE:ENSG00000064933	ENSG00000064933	Gene
GENE:ENSG00000064961	ENSG00000064961	Gene
GENE:ENSG00000064989	ENSG00000064989	Gene
GENE:ENSG00000064995	ENSG00000064995	Gene
GENE:ENSG00000064999	ENSG00000064999	Gene
GENE:ENSG00000065000	ENSG00000065000	Gene
GENE:ENSG00000065029	ENSG00000065029	Gene
GENE:ENSG00000065054	ENSG00000065054	Gene
GENE:ENSG00000065057	ENSG00000065057	Gene
GENE:ENSG00000065135	ENSG00000065135	Gene
GENE:ENSG00000065150	ENSG00000065150	Gene
GENE:ENSG00000065154	ENSG00000065154	Gene
GENE:ENSG00000065183	ENSG00000065183	Gene
GENE:ENSG00000065243	ENSG00000065243	Gene
GENE:ENSG00000065268	ENSG00000065268	Gene
GENE:ENSG00000065308	ENSG00000065308	Gene
GENE:ENSG00000065320	ENSG00000065320	Gene
GENE:ENSG00000065325	ENSG00000065325	Gene
GENE:ENSG00000065328	ENSG00000065328	Gene
GENE:ENSG00000065357	ENSG00000065357	Gene
GENE:ENSG00000065361	ENSG00000065361	Gene
GENE:ENSG00000065371	ENSG00000065371	Gene
GENE:ENSG00000065413	ENSG00000065413	Gene
GENE:ENSG00000065427	ENSG00000065427	Gene
GENE:ENSG00000065457	ENSG00000065457	Gene
GENE:ENSG00000065485	ENSG00000065485	Gene
GENE:ENSG00000065491	ENSG00000065491	Gene
GENE:ENSG00000065518	ENSG00000065518	Gene
GENE:ENSG00000065526	ENSG00000065526	Gene
GENE:ENSG00000065534	ENSG00000065534	Gene
GENE:ENSG00000065548	ENSG00000065548	Gene
GENE:ENSG00000065559	ENSG00000065559	Gene
GENE:ENSG00000065600	ENSG00000065600	Gene
GENE:ENSG00000065609	ENSG00000065609	Gene
GENE:ENSG00000065613	ENSG00000065613	Gene
GENE:ENSG00000065615	ENSG00000065615	Gene
GENE:ENSG00000065618	ENSG00000065618	Gene
GENE:ENSG00000065621	ENSG00000065621	Gene
